"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",0.0711912596939751
"RCP2.6","noAFM","2020","Regrowth",0.514803427613205
"RCP2.6","noAFM","2020","Forest",1.18673369087621
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",0.0415405517362903
"RCP2.6","noAFM","2020","Annual_crops",2.75598699253238
"RCP2.6","noAFM","2020","Pasture",6.91836249276941
"RCP2.6","noAFM","2020","Permanent_crops",1.65890897646045
"RCP2.6","noAFM","2020","Urban",0.911505618679475
"REF","noAFM","2020","Afforestation",0.0695987028003402
"REF","noAFM","2020","Regrowth",0.514996408353116
"REF","noAFM","2020","Forest",1.18732752676244
"REF","noAFM","2020","Energy_crops_and_plantations",0.0415681076928921
"REF","noAFM","2020","Annual_crops",2.7575077772759
"REF","noAFM","2020","Pasture",6.92122298759256
"REF","noAFM","2020","Permanent_crops",1.66048482082409
"REF","noAFM","2020","Urban",0.912240628618567
"RCP2.6","noAFM","2030","Afforestation",0.111540518211203
"RCP2.6","noAFM","2030","Regrowth",0.49641960651299
"RCP2.6","noAFM","2030","Forest",1.28238149019761
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",0.28406324221321
"RCP2.6","noAFM","2030","Annual_crops",2.72717122718052
"RCP2.6","noAFM","2030","Pasture",6.45914114861636
"RCP2.6","noAFM","2030","Permanent_crops",1.66164550207141
"RCP2.6","noAFM","2030","Urban",0.911268485934614
"REF","noAFM","2030","Afforestation",0.115218167212798
"REF","noAFM","2030","Regrowth",0.480135777384414
"REF","noAFM","2030","Forest",1.28239226124709
"REF","noAFM","2030","Energy_crops_and_plantations",0.12504576066454
"REF","noAFM","2030","Annual_crops",2.92278876793161
"REF","noAFM","2030","Pasture",7.15623019814295
"REF","noAFM","2030","Permanent_crops",1.67722970275396
"REF","noAFM","2030","Urban",0.91960038873206
"RCP2.6","noAFM","2040","Afforestation",0.143417333628749
"RCP2.6","noAFM","2040","Regrowth",0.476670502424385
"RCP2.6","noAFM","2040","Forest",1.36781591921385
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",0.363837827622463
"RCP2.6","noAFM","2040","Annual_crops",2.79746740620937
"RCP2.6","noAFM","2040","Pasture",6.26217006300223
"RCP2.6","noAFM","2040","Permanent_crops",1.66616214502054
"RCP2.6","noAFM","2040","Urban",0.912355207987902
"REF","noAFM","2040","Afforestation",0.148296502562908
"REF","noAFM","2040","Regrowth",0.443354366937624
"REF","noAFM","2040","Forest",1.37144191510332
"REF","noAFM","2040","Energy_crops_and_plantations",0.128777570753113
"REF","noAFM","2040","Annual_crops",3.09341748567248
"REF","noAFM","2040","Pasture",7.3427793900547
"REF","noAFM","2040","Permanent_crops",1.69013871781149
"REF","noAFM","2040","Urban",0.924358604352273
"RCP2.6","noAFM","2050","Afforestation",0.182511331116166
"RCP2.6","noAFM","2050","Regrowth",0.45760380132495
"RCP2.6","noAFM","2050","Forest",1.45365383481607
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",0.588276655907018
"RCP2.6","noAFM","2050","Annual_crops",2.78386242645205
"RCP2.6","noAFM","2050","Pasture",5.96634285353106
"RCP2.6","noAFM","2050","Permanent_crops",1.66800759023335
"RCP2.6","noAFM","2050","Urban",0.911805886258217
"REF","noAFM","2050","Afforestation",0.18111830023206
"REF","noAFM","2050","Regrowth",0.40796157631951
"REF","noAFM","2050","Forest",1.43846093488729
"REF","noAFM","2050","Energy_crops_and_plantations",0.134369695509462
"REF","noAFM","2050","Annual_crops",3.25289104694569
"REF","noAFM","2050","Pasture",7.45565703989829
"REF","noAFM","2050","Permanent_crops",1.70007302776657
"REF","noAFM","2050","Urban",0.927556097798059
"RCP2.6","noAFM","2060","Afforestation",0.213783357767731
"RCP2.6","noAFM","2060","Regrowth",0.44249709675844
"RCP2.6","noAFM","2060","Forest",1.53654154340257
"RCP2.6","noAFM","2060","Energy_crops_and_plantations",0.879892447928504
"RCP2.6","noAFM","2060","Annual_crops",2.72999603605816
"RCP2.6","noAFM","2060","Pasture",5.61629344976382
"RCP2.6","noAFM","2060","Permanent_crops",1.66878684772092
"RCP2.6","noAFM","2060","Urban",0.911407081819955
"REF","noAFM","2060","Afforestation",0.213208047950629
"REF","noAFM","2060","Regrowth",0.379797460637623
"REF","noAFM","2060","Forest",1.48861890552206
"REF","noAFM","2060","Energy_crops_and_plantations",0.15186126670585
"REF","noAFM","2060","Annual_crops",3.39478380939954
"REF","noAFM","2060","Pasture",7.55653267598483
"REF","noAFM","2060","Permanent_crops",1.70675353606743
"REF","noAFM","2060","Urban",0.93038198646048
"RCP2.6","noAFM","2070","Afforestation",0.239391051118551
"RCP2.6","noAFM","2070","Regrowth",0.415330495014356
"RCP2.6","noAFM","2070","Forest",1.71636845218039
"RCP2.6","noAFM","2070","Energy_crops_and_plantations",1.24943781954644
"RCP2.6","noAFM","2070","Annual_crops",2.57910306276297
"RCP2.6","noAFM","2070","Pasture",5.26556578048273
"RCP2.6","noAFM","2070","Permanent_crops",1.66909426771892
"RCP2.6","noAFM","2070","Urban",0.910871416057032
"REF","noAFM","2070","Afforestation",0.242246026526953
"REF","noAFM","2070","Regrowth",0.358297648491615
"REF","noAFM","2070","Forest",1.54111802997234
"REF","noAFM","2070","Energy_crops_and_plantations",0.172568704861902
"REF","noAFM","2070","Annual_crops",3.47329390464234
"REF","noAFM","2070","Pasture",7.62499502090897
"REF","noAFM","2070","Permanent_crops",1.71238833838428
"REF","noAFM","2070","Urban",0.932200278030754
"RCP2.6","noAFM","2080","Afforestation",0.285182875386014
"RCP2.6","noAFM","2080","Regrowth",0.367676690084547
"RCP2.6","noAFM","2080","Forest",1.99686336297358
"RCP2.6","noAFM","2080","Energy_crops_and_plantations",1.71555430307243
"RCP2.6","noAFM","2080","Annual_crops",2.36926719954391
"RCP2.6","noAFM","2080","Pasture",4.8578064728374
"RCP2.6","noAFM","2080","Permanent_crops",1.67129343198422
"RCP2.6","noAFM","2080","Urban",0.910639059385521
"REF","noAFM","2080","Afforestation",0.265125929974649
"REF","noAFM","2080","Regrowth",0.341827716614732
"REF","noAFM","2080","Forest",1.60289114981134
"REF","noAFM","2080","Energy_crops_and_plantations",0.191864188827397
"REF","noAFM","2080","Annual_crops",3.49644677765268
"REF","noAFM","2080","Pasture",7.64080146545725
"REF","noAFM","2080","Permanent_crops",1.71532481756019
"REF","noAFM","2080","Urban",0.932424855715628
"RCP2.6","noAFM","2090","Afforestation",0.386242959549988
"RCP2.6","noAFM","2090","Regrowth",0.317941846168413
"RCP2.6","noAFM","2090","Forest",2.37450335820442
"RCP2.6","noAFM","2090","Energy_crops_and_plantations",2.13312590899502
"RCP2.6","noAFM","2090","Annual_crops",2.11418254663775
"RCP2.6","noAFM","2090","Pasture",4.34927185741298
"RCP2.6","noAFM","2090","Permanent_crops",1.67094506491461
"RCP2.6","noAFM","2090","Urban",0.909710935196564
"REF","noAFM","2090","Afforestation",0.286902531463824
"REF","noAFM","2090","Regrowth",0.324409146442528
"REF","noAFM","2090","Forest",1.6641797987637
"REF","noAFM","2090","Energy_crops_and_plantations",0.207926177639206
"REF","noAFM","2090","Annual_crops",3.520632819908
"REF","noAFM","2090","Pasture",7.605741960846
"REF","noAFM","2090","Permanent_crops",1.71685298978974
"REF","noAFM","2090","Urban",0.932081680610701
"RCP2.6","noAFM","2100","Afforestation",0.562138935850202
"RCP2.6","noAFM","2100","Regrowth",0.266271204615574
"RCP2.6","noAFM","2100","Forest",2.79431340313311
"RCP2.6","noAFM","2100","Energy_crops_and_plantations",2.36045177360555
"RCP2.6","noAFM","2100","Annual_crops",1.85499181213468
"RCP2.6","noAFM","2100","Pasture",3.73981488799161
"RCP2.6","noAFM","2100","Permanent_crops",1.66487766464466
"RCP2.6","noAFM","2100","Urban",0.905906787589563
"REF","noAFM","2100","Afforestation",0.31265220934027
"REF","noAFM","2100","Regrowth",0.309926512448946
"REF","noAFM","2100","Forest",1.72200174506443
"REF","noAFM","2100","Energy_crops_and_plantations",0.221879997193208
"REF","noAFM","2100","Annual_crops",3.52762765395097
"REF","noAFM","2100","Pasture",7.54619259548062
"REF","noAFM","2100","Permanent_crops",1.71758611660056
"REF","noAFM","2100","Urban",0.931131146410237
